title,release_year,score,popularity,genre2
Haikyuu!! Second Season,2015-10-04,8.82,141,Comedy
Haikyuu!! Second Season,2015-10-04,8.82,141,Sports
Haikyuu!! Second Season,2015-10-04,8.82,141,Drama
Haikyuu!! Second Season,2015-10-04,8.82,141,School
Haikyuu!! Second Season,2015-10-04,8.82,141,Shounen
Shigatsu wa Kimi no Uso,2014-10-10,8.83,28,Drama
Shigatsu wa Kimi no Uso,2014-10-10,8.83,28,Music
Shigatsu wa Kimi no Uso,2014-10-10,8.83,28,Romance
Shigatsu wa Kimi no Uso,2014-10-10,8.83,28,School
Shigatsu wa Kimi no Uso,2014-10-10,8.83,28,Shounen
Made in Abyss,2017-07-07,8.83,98,Sci-Fi
Made in Abyss,2017-07-07,8.83,98,Adventure
Made in Abyss,2017-07-07,8.83,98,Mystery
Made in Abyss,2017-07-07,8.83,98,Drama
Made in Abyss,2017-07-07,8.83,98,Fantasy
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Action
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Military
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Adventure
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Comedy
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Drama
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Magic
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Fantasy
Fullmetal Alchemist: Brotherhood,2009-04-05,9.23,4,Shounen
Kizumonogatari III: Reiketsu-hen,2017-01-06,8.83,502,Action
Kizumonogatari III: Reiketsu-hen,2017-01-06,8.83,502,Mystery
Kizumonogatari III: Reiketsu-hen,2017-01-06,8.83,502,Supernatural
Kizumonogatari III: Reiketsu-hen,2017-01-06,8.83,502,Vampire
Mob Psycho 100 II,2019-01-07,8.89,176,Action
Mob Psycho 100 II,2019-01-07,8.89,176,Slice of Life
Mob Psycho 100 II,2019-01-07,8.89,176,Comedy
Mob Psycho 100 II,2019-01-07,8.89,176,Supernatural
Sen to Chihiro no Kamikakushi,2001-07-20,8.9,40,Adventure
Sen to Chihiro no Kamikakushi,2001-07-20,8.9,40,Supernatural
Sen to Chihiro no Kamikakushi,2001-07-20,8.9,40,Drama
Kimetsu no Yaiba,2019-04-06,8.92,106,Action
Kimetsu no Yaiba,2019-04-06,8.92,106,Demons
Kimetsu no Yaiba,2019-04-06,8.92,106,Historical
Kimetsu no Yaiba,2019-04-06,8.92,106,Shounen
Kimetsu no Yaiba,2019-04-06,8.92,106,Supernatural
Owarimonogatari 2nd Season,2017-08-12,8.93,573,Mystery
Owarimonogatari 2nd Season,2017-08-12,8.93,573,Comedy
Owarimonogatari 2nd Season,2017-08-12,8.93,573,Supernatural
Owarimonogatari 2nd Season,2017-08-12,8.93,573,Vampire
Code Geass: Hangyaku no Lelouch R2,2008-04-06,8.93,27,Action
Code Geass: Hangyaku no Lelouch R2,2008-04-06,8.93,27,Military
Code Geass: Hangyaku no Lelouch R2,2008-04-06,8.93,27,Sci-Fi
Code Geass: Hangyaku no Lelouch R2,2008-04-06,8.93,27,Super Power
Code Geass: Hangyaku no Lelouch R2,2008-04-06,8.93,27,Drama
Code Geass: Hangyaku no Lelouch R2,2008-04-06,8.93,27,Mecha
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,2016-10-08,8.94,223,Comedy
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,2016-10-08,8.94,223,Sports
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,2016-10-08,8.94,223,Drama
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,2016-10-08,8.94,223,School
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,2016-10-08,8.94,223,Shounen
Gintama.,2017-01-09,8.94,800,Action
Gintama.,2017-01-09,8.94,800,Comedy
Gintama.,2017-01-09,8.94,800,Historical
Gintama.,2017-01-09,8.94,800,Parody
Gintama.,2017-01-09,8.94,800,Samurai
Gintama.,2017-01-09,8.94,800,Sci-Fi
Gintama.,2017-01-09,8.94,800,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Action
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Sci-Fi
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Comedy
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Historical
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Parody
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Samurai
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013-07-06,8.95,833,Shounen
Gintama,2006-04-04,8.97,97,Action
Gintama,2006-04-04,8.97,97,Comedy
Gintama,2006-04-04,8.97,97,Historical
Gintama,2006-04-04,8.97,97,Parody
Gintama,2006-04-04,8.97,97,Samurai
Gintama,2006-04-04,8.97,97,Sci-Fi
Gintama,2006-04-04,8.97,97,Shounen
Clannad: After Story,2008-10-03,8.97,64,Slice of Life
Clannad: After Story,2008-10-03,8.97,64,Comedy
Clannad: After Story,2008-10-03,8.97,64,Supernatural
Clannad: After Story,2008-10-03,8.97,64,Drama
Clannad: After Story,2008-10-03,8.97,64,Romance
Gintama': Enchousen,2012-10-04,8.98,667,Action
Gintama': Enchousen,2012-10-04,8.98,667,Comedy
Gintama': Enchousen,2012-10-04,8.98,667,Historical
Gintama': Enchousen,2012-10-04,8.98,667,Parody
Gintama': Enchousen,2012-10-04,8.98,667,Samurai
Gintama': Enchousen,2012-10-04,8.98,667,Sci-Fi
Gintama': Enchousen,2012-10-04,8.98,667,Shounen
One Punch Man,2015-10-05,8.68,5,Action
One Punch Man,2015-10-05,8.68,5,Sci-Fi
One Punch Man,2015-10-05,8.68,5,Comedy
One Punch Man,2015-10-05,8.68,5,Parody
One Punch Man,2015-10-05,8.68,5,Super Power
One Punch Man,2015-10-05,8.68,5,Supernatural
One Punch Man,2015-10-05,8.68,5,Seinen
Kaguya-hime no Monogatari,2013-11-23,8.28,1106,Fantasy
Kaguya-hime no Monogatari,2013-11-23,8.28,1106,Historical
Koukaku Kidoutai 2.0,2008-07-12,8.06,1457,Action
Koukaku Kidoutai 2.0,2008-07-12,8.06,1457,Sci-Fi
Koukaku Kidoutai 2.0,2008-07-12,8.06,1457,Police
Koukaku Kidoutai 2.0,2008-07-12,8.06,1457,Psychological
Koukaku Kidoutai 2.0,2008-07-12,8.06,1457,Mecha
Koukaku Kidoutai 2.0,2008-07-12,8.06,1457,Seinen
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,2010-04-07,7.88,2428,Comedy
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,2010-04-07,7.88,2428,Josei
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,2010-04-07,7.88,2428,Music
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,2010-04-07,7.88,2428,Romance
Saraiya Goyou,2010-04-16,7.86,1650,Mystery
Saraiya Goyou,2010-04-16,7.86,1650,Historical
Saraiya Goyou,2010-04-16,7.86,1650,Drama
Saraiya Goyou,2010-04-16,7.86,1650,Samurai
Saraiya Goyou,2010-04-16,7.86,1650,Seinen
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Action
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Adventure
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Demons
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Fantasy
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Sci-Fi
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Shounen
Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,7.86,2409,Super Power
Noragami OVA,2014-02-17,7.86,539,Action
Noragami OVA,2014-02-17,7.86,539,Adventure
Noragami OVA,2014-02-17,7.86,539,Comedy
Noragami OVA,2014-02-17,7.86,539,Supernatural
Noragami OVA,2014-02-17,7.86,539,Shounen
Lupin III: Part II,1977-10-03,7.86,3237,Action
Lupin III: Part II,1977-10-03,7.86,3237,Adventure
Lupin III: Part II,1977-10-03,7.86,3237,Mystery
Lupin III: Part II,1977-10-03,7.86,3237,Comedy
Lupin III: Part II,1977-10-03,7.86,3237,Seinen
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",2017-09-20,7.86,1238,Slice of Life
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",2017-09-20,7.86,1238,Comedy
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",2017-09-20,7.86,1238,Fantasy
Kuroko no Basket 2nd Season NG-shuu,2014-01-29,7.86,2263,Comedy
Kuroko no Basket 2nd Season NG-shuu,2014-01-29,7.86,2263,Sports
K-On!: Live House!,2010-01-19,7.86,1082,Comedy
K-On!: Live House!,2010-01-19,7.86,1082,Music
K-On!: Live House!,2010-01-19,7.86,1082,School
K-On!: Live House!,2010-01-19,7.86,1082,Slice of Life
K-On!,2009-04-03,7.86,90,Slice of Life
K-On!,2009-04-03,7.86,90,Comedy
K-On!,2009-04-03,7.86,90,Music
K-On!,2009-04-03,7.86,90,School
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Action
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Adventure
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Comedy
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Historical
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Demons
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Supernatural
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Drama
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Magic
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Romance
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Fantasy
InuYasha Movie 3: Tenka Hadou no Ken,2003-12-20,7.86,1527,Shounen
Haikyuu!! Movie 2: Shousha to Haisha,2015-09-18,7.86,2698,Comedy
Haikyuu!! Movie 2: Shousha to Haisha,2015-09-18,7.86,2698,Sports
Haikyuu!! Movie 2: Shousha to Haisha,2015-09-18,7.86,2698,Drama
Haikyuu!! Movie 2: Shousha to Haisha,2015-09-18,7.86,2698,School
Haikyuu!! Movie 2: Shousha to Haisha,2015-09-18,7.86,2698,Shounen
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,2019-09-27,7.86,4041,Action
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,2019-09-27,7.86,4041,Drama
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,2019-09-27,7.86,4041,Military
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,2019-09-27,7.86,4041,Sci-Fi
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,2019-09-27,7.86,4041,Space
Gekkan Shoujo Nozaki-kun Specials,2014-09-24,7.86,1233,Comedy
Gekkan Shoujo Nozaki-kun Specials,2014-09-24,7.86,1233,Romance
Gekkan Shoujo Nozaki-kun Specials,2014-09-24,7.86,1233,School
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",2016-01-09,7.86,297,Action
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",2016-01-09,7.86,297,Military
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",2016-01-09,7.86,297,Adventure
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",2016-01-09,7.86,297,Fantasy
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",2019-01-09,7.86,1216,Slice of Life
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",2019-01-09,7.86,1216,Comedy
Digimon Adventure,1999-03-07,7.86,356,Action
Digimon Adventure,1999-03-07,7.86,356,Adventure
Digimon Adventure,1999-03-07,7.86,356,Comedy
Digimon Adventure,1999-03-07,7.86,356,Fantasy
Digimon Adventure,1999-03-07,7.86,356,Kids
Byousoku 5 Centimeter,2007-03-03,7.86,108,Slice of Life
Byousoku 5 Centimeter,2007-03-03,7.86,108,Drama
Byousoku 5 Centimeter,2007-03-03,7.86,108,Romance
Detective Conan OVA 10: Kid in Trap Island,2010-04-14,7.86,3969,Adventure
Detective Conan OVA 10: Kid in Trap Island,2010-04-14,7.86,3969,Comedy
Detective Conan OVA 10: Kid in Trap Island,2010-04-14,7.86,3969,Mystery
Detective Conan OVA 10: Kid in Trap Island,2010-04-14,7.86,3969,Police
Detective Conan OVA 10: Kid in Trap Island,2010-04-14,7.86,3969,Shounen
Bungou Stray Dogs: Dead Apple,2018-03-03,7.86,1448,Action
Bungou Stray Dogs: Dead Apple,2018-03-03,7.86,1448,Comedy
Bungou Stray Dogs: Dead Apple,2018-03-03,7.86,1448,Mystery
Bungou Stray Dogs: Dead Apple,2018-03-03,7.86,1448,Super Power
Bungou Stray Dogs: Dead Apple,2018-03-03,7.86,1448,Supernatural
Asagao to Kase-san.,2018-06-09,7.86,2426,Romance
Asagao to Kase-san.,2018-06-09,7.86,2426,School
Asagao to Kase-san.,2018-06-09,7.86,2426,Shoujo Ai
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,2016-03-11,7.86,2435,Action
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,2016-03-11,7.86,2435,Comedy
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,2016-03-11,7.86,2435,School
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,2016-03-11,7.86,2435,Shounen
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2017-02-25,7.87,3747,Action
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2017-02-25,7.87,3747,Drama
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2017-02-25,7.87,3747,Military
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2017-02-25,7.87,3747,Sci-Fi
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2017-02-25,7.87,3747,Space
Transformers the Movie,1986-08-09,7.87,4133,Action
Transformers the Movie,1986-08-09,7.87,4133,Mecha
Toshokan Sensou: Kakumei no Tsubasa,2012-06-16,7.87,3495,Action
Toshokan Sensou: Kakumei no Tsubasa,2012-06-16,7.87,3495,Comedy
Toshokan Sensou: Kakumei no Tsubasa,2012-06-16,7.87,3495,Military
Toshokan Sensou: Kakumei no Tsubasa,2012-06-16,7.87,3495,Romance
Shokugeki no Souma: Shin no Sara,2019-10-12,7.87,683,Ecchi
Shokugeki no Souma: Shin no Sara,2019-10-12,7.87,683,School
Shokugeki no Souma: Shin no Sara,2019-10-12,7.87,683,Shounen
Paradise Kiss,2005-10-14,7.87,916,Comedy
Paradise Kiss,2005-10-14,7.87,916,Drama
Paradise Kiss,2005-10-14,7.87,916,Josei
Paradise Kiss,2005-10-14,7.87,916,Romance
Paradise Kiss,2005-10-14,7.87,916,Slice of Life
Manga de Wakaru! Fate/Grand Order,2018-12-31,7.87,4889,Comedy
Lucky☆Star: Original na Visual to Animation,2008-09-26,7.87,1056,Comedy
Lucky☆Star: Original na Visual to Animation,2008-09-26,7.87,1056,Parody
Lucky☆Star: Original na Visual to Animation,2008-09-26,7.87,1056,School
Lucky☆Star: Original na Visual to Animation,2008-09-26,7.87,1056,Slice of Life
Last Exile,2003-04-08,7.87,810,Action
Last Exile,2003-04-08,7.87,810,Sci-Fi
Last Exile,2003-04-08,7.87,810,Adventure
Koukaku Kidoutai 2: Innocence,2004-03-06,7.87,929,Military
Koukaku Kidoutai 2: Innocence,2004-03-06,7.87,929,Sci-Fi
Koukaku Kidoutai 2: Innocence,2004-03-06,7.87,929,Police
Koukaku Kidoutai 2: Innocence,2004-03-06,7.87,929,Psychological
Koukaku Kidoutai 2: Innocence,2004-03-06,7.87,929,Mecha
Heartcatch Precure!,2010-02-07,7.87,3162,Action
Heartcatch Precure!,2010-02-07,7.87,3162,Slice of Life
Heartcatch Precure!,2010-02-07,7.87,3162,Fantasy
Heartcatch Precure!,2010-02-07,7.87,3162,Magic
Heartcatch Precure!,2010-02-07,7.87,3162,Comedy
Heartcatch Precure!,2010-02-07,7.87,3162,School
Heartcatch Precure!,2010-02-07,7.87,3162,Shoujo
Hidamari Sketch x 365,2008-07-04,7.87,2855,Slice of Life
Hidamari Sketch x 365,2008-07-04,7.87,2855,Comedy
Hidamari Sketch x 365,2008-07-04,7.87,2855,School
Hidamari Sketch x 365,2008-07-04,7.87,2855,Seinen
Ginga Tetsudou 999,1978-09-14,7.87,3080,Sci-Fi
Ginga Tetsudou 999,1978-09-14,7.87,3080,Adventure
Ginga Tetsudou 999,1978-09-14,7.87,3080,Space
Ginga Tetsudou 999,1978-09-14,7.87,3080,Drama
Gundam Build Fighters,2013-10-07,7.87,1890,Action
Gundam Build Fighters,2013-10-07,7.87,1890,Sci-Fi
Gundam Build Fighters,2013-10-07,7.87,1890,Mecha
Ghost Hunt,2006-10-04,7.87,630,Mystery
Ghost Hunt,2006-10-04,7.87,630,Comedy
Ghost Hunt,2006-10-04,7.87,630,Horror
Ghost Hunt,2006-10-04,7.87,630,Supernatural
Ghost Hunt,2006-10-04,7.87,630,Shoujo
Gakuen Babysitters,2018-01-07,7.87,1171,Comedy
Gakuen Babysitters,2018-01-07,7.87,1171,School
Gakuen Babysitters,2018-01-07,7.87,1171,Shoujo
Gakuen Babysitters,2018-01-07,7.87,1171,Slice of Life
Detective Conan Movie 23: The Fist of Blue Sapphire,2019-04-12,7.87,4732,Action
Detective Conan Movie 23: The Fist of Blue Sapphire,2019-04-12,7.87,4732,Mystery
Detective Conan Movie 23: The Fist of Blue Sapphire,2019-04-12,7.87,4732,Comedy
Detective Conan Movie 23: The Fist of Blue Sapphire,2019-04-12,7.87,4732,Police
Detective Conan Movie 23: The Fist of Blue Sapphire,2019-04-12,7.87,4732,Drama
Detective Conan Movie 23: The Fist of Blue Sapphire,2019-04-12,7.87,4732,Shounen
Bleach,2004-10-05,7.87,25,Action
Bleach,2004-10-05,7.87,25,Adventure
Bleach,2004-10-05,7.87,25,Comedy
Bleach,2004-10-05,7.87,25,Super Power
Bleach,2004-10-05,7.87,25,Supernatural
Bleach,2004-10-05,7.87,25,Shounen
Akagami no Shirayuki-hime,2015-07-07,7.87,289,Fantasy
Akagami no Shirayuki-hime,2015-07-07,7.87,289,Romance
Akagami no Shirayuki-hime,2015-07-07,7.87,289,Drama
Akagami no Shirayuki-hime,2015-07-07,7.87,289,Shoujo
91 Days,2016-07-09,7.87,281,Action
91 Days,2016-07-09,7.87,281,Drama
91 Days,2016-07-09,7.87,281,Historical
Wolf's Rain,2003-01-07,7.88,425,Action
Wolf's Rain,2003-01-07,7.88,425,Adventure
Wolf's Rain,2003-01-07,7.88,425,Drama
Wolf's Rain,2003-01-07,7.88,425,Fantasy
Wolf's Rain,2003-01-07,7.88,425,Mystery
Wolf's Rain,2003-01-07,7.88,425,Sci-Fi
Tentai Senshi Sunred,2008-10-03,7.88,3391,Comedy
Tentai Senshi Sunred,2008-10-03,7.88,3391,Parody
Tentai Senshi Sunred,2008-10-03,7.88,3391,Super Power
Tentai Senshi Sunred,2008-10-03,7.88,3391,Seinen
Shingeki no Kyojin OVA,2013-12-09,7.88,480,Action
Shingeki no Kyojin OVA,2013-12-09,7.88,480,Super Power
Shingeki no Kyojin OVA,2013-12-09,7.88,480,Drama
Shingeki no Kyojin OVA,2013-12-09,7.88,480,Fantasy
Shingeki no Kyojin OVA,2013-12-09,7.88,480,Shounen
Maria-sama ga Miteru 4th,2009-01-03,7.88,3569,School
Maria-sama ga Miteru 4th,2009-01-03,7.88,3569,Shoujo
Maria-sama ga Miteru 4th,2009-01-03,7.88,3569,Shoujo Ai
Maria-sama ga Miteru 4th,2009-01-03,7.88,3569,Slice of Life
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,2016-10-26,7.88,1648,Action
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,2016-10-26,7.88,1648,Mystery
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,2016-10-26,7.88,1648,Supernatural
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,2016-10-26,7.88,1648,Drama
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,2016-06-24,7.88,600,Magic
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,2016-06-24,7.88,600,Adventure
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,2016-06-24,7.88,600,Fantasy
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,2016-06-24,7.88,600,Comedy
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,2016-06-24,7.88,600,Supernatural
Karakai Jouzu no Takagi-san,2018-01-08,7.88,442,Romance
Karakai Jouzu no Takagi-san,2018-01-08,7.88,442,Comedy
Karakai Jouzu no Takagi-san,2018-01-08,7.88,442,School
Karakai Jouzu no Takagi-san,2018-01-08,7.88,442,Slice of Life
Karakai Jouzu no Takagi-san,2018-01-08,7.88,442,Shounen
Junjou Romantica,2008-04-11,7.88,647,Comedy
Junjou Romantica,2008-04-11,7.88,647,Drama
Junjou Romantica,2008-04-11,7.88,647,Romance
Junjou Romantica,2008-04-11,7.88,647,Shounen Ai
Fate/Grand Order: Zettai Majuu Sensen Babylonia,2019-10-05,7.88,1355,Action
Fate/Grand Order: Zettai Majuu Sensen Babylonia,2019-10-05,7.88,1355,Fantasy
Fate/Grand Order: Zettai Majuu Sensen Babylonia,2019-10-05,7.88,1355,Magic
Fate/Grand Order: Zettai Majuu Sensen Babylonia,2019-10-05,7.88,1355,Supernatural
Emiya-san Chi no Kyou no Gohan,2018-01-25,7.88,1680,Slice of Life
Emiya-san Chi no Kyou no Gohan,2018-01-25,7.88,1680,Comedy
Charlotte,2015-07-05,7.88,66,Drama
Charlotte,2015-07-05,7.88,66,School
Charlotte,2015-07-05,7.88,66,Super Power
Capeta,2005-10-04,7.88,3511,Cars
Capeta,2005-10-04,7.88,3511,Shounen
Capeta,2005-10-04,7.88,3511,Sports
Break Blade 5: Shisen no Hate,2011-01-22,7.88,1934,Action
Break Blade 5: Shisen no Hate,2011-01-22,7.88,1934,Military
Break Blade 5: Shisen no Hate,2011-01-22,7.88,1934,Fantasy
Break Blade 5: Shisen no Hate,2011-01-22,7.88,1934,Mecha
Break Blade 5: Shisen no Hate,2011-01-22,7.88,1934,Shounen
Aggressive Retsuko (ONA) 2nd Season,2019-06-14,7.88,2645,Slice of Life
Aggressive Retsuko (ONA) 2nd Season,2019-06-14,7.88,2645,Comedy
Yao Shen Ji 3rd Season,2018-10-01,7.89,6783,Action
Yao Shen Ji 3rd Season,2018-10-01,7.89,6783,Adventure
Yao Shen Ji 3rd Season,2018-10-01,7.89,6783,Demons
Yao Shen Ji 3rd Season,2018-10-01,7.89,6783,Fantasy
Yao Shen Ji 3rd Season,2018-10-01,7.89,6783,Martial Arts
Yao Shen Ji 3rd Season,2018-10-01,7.89,6783,Romance
Space☆Dandy,2014-01-05,7.89,500,Sci-Fi
Space☆Dandy,2014-01-05,7.89,500,Space
Space☆Dandy,2014-01-05,7.89,500,Comedy
Slayers Try,1997-04-04,7.89,2090,Adventure
Slayers Try,1997-04-04,7.89,2090,Comedy
Slayers Try,1997-04-04,7.89,2090,Demons
Slayers Try,1997-04-04,7.89,2090,Magic
Slayers Try,1997-04-04,7.89,2090,Fantasy
Slayers Try,1997-04-04,7.89,2090,Shounen
Seikai no Senki II,2001-07-11,7.89,3331,Action
Seikai no Senki II,2001-07-11,7.89,3331,Military
Seikai no Senki II,2001-07-11,7.89,3331,Romance
Seikai no Senki II,2001-07-11,7.89,3331,Sci-Fi
Seikai no Senki II,2001-07-11,7.89,3331,Space
Mobile Suit Gundam Wing: Endless Waltz Movie,1998-08-01,7.89,2014,Action
Mobile Suit Gundam Wing: Endless Waltz Movie,1998-08-01,7.89,2014,Space
Mobile Suit Gundam Wing: Endless Waltz Movie,1998-08-01,7.89,2014,Mecha
Mobile Suit Gundam Wing: Endless Waltz Movie,1998-08-01,7.89,2014,Military
Mobile Suit Gundam Wing: Endless Waltz Movie,1998-08-01,7.89,2014,Drama
Mobile Suit Gundam Wing: Endless Waltz Movie,1998-08-01,7.89,2014,Sci-Fi
Kyou kara Maou! 3rd Series,2008-04-03,7.89,2804,Adventure
Kyou kara Maou! 3rd Series,2008-04-03,7.89,2804,Comedy
Kyou kara Maou! 3rd Series,2008-04-03,7.89,2804,Demons
Kyou kara Maou! 3rd Series,2008-04-03,7.89,2804,Fantasy
Kyou kara Maou! 3rd Series,2008-04-03,7.89,2804,Shoujo
Kokoro Connect,2012-07-08,7.89,135,Slice of Life
Kokoro Connect,2012-07-08,7.89,135,Comedy
Kokoro Connect,2012-07-08,7.89,135,Supernatural
Kokoro Connect,2012-07-08,7.89,135,Drama
Kokoro Connect,2012-07-08,7.89,135,Romance
Kokoro Connect,2012-07-08,7.89,135,School
Jungle wa Itsumo Hare nochi Guu Deluxe,2002-08-25,7.89,4248,Comedy
Jungle wa Itsumo Hare nochi Guu Deluxe,2002-08-25,7.89,4248,Slice of Life
Hybrid Child,2014-10-29,7.89,1942,Drama
Hybrid Child,2014-10-29,7.89,1942,Historical
Hybrid Child,2014-10-29,7.89,1942,Romance
Hybrid Child,2014-10-29,7.89,1942,Sci-Fi
Hybrid Child,2014-10-29,7.89,1942,Shounen Ai
Hakuouki Movie 2: Shikon Soukyuu,2014-03-08,7.89,3615,Action
Hakuouki Movie 2: Shikon Soukyuu,2014-03-08,7.89,3615,Historical
Hakuouki Movie 2: Shikon Soukyuu,2014-03-08,7.89,3615,Supernatural
Hakuouki Movie 2: Shikon Soukyuu,2014-03-08,7.89,3615,Drama
Hakuouki Movie 2: Shikon Soukyuu,2014-03-08,7.89,3615,Samurai
Hakuouki Movie 2: Shikon Soukyuu,2014-03-08,7.89,3615,Josei
Haikyuu!! Movie 1: Owari to Hajimari,2015-07-03,7.89,2479,Comedy
Haikyuu!! Movie 1: Owari to Hajimari,2015-07-03,7.89,2479,Sports
Haikyuu!! Movie 1: Owari to Hajimari,2015-07-03,7.89,2479,Drama
Haikyuu!! Movie 1: Owari to Hajimari,2015-07-03,7.89,2479,School
Haikyuu!! Movie 1: Owari to Hajimari,2015-07-03,7.89,2479,Shounen
Gungrave,2003-10-07,7.89,812,Action
Gungrave,2003-10-07,7.89,812,Drama
Gungrave,2003-10-07,7.89,812,Sci-Fi
Gungrave,2003-10-07,7.89,812,Seinen
Gungrave,2003-10-07,7.89,812,Super Power
Goku Sayonara Zetsubou Sensei,2008-10-17,7.89,1858,Comedy
Goku Sayonara Zetsubou Sensei,2008-10-17,7.89,1858,Parody
Goku Sayonara Zetsubou Sensei,2008-10-17,7.89,1858,School
Goku Sayonara Zetsubou Sensei,2008-10-17,7.89,1858,Shounen
Ginga Eiyuu Densetsu Gaiden (1999),1999-12-24,7.89,3845,Drama
Ginga Eiyuu Densetsu Gaiden (1999),1999-12-24,7.89,3845,Military
Ginga Eiyuu Densetsu Gaiden (1999),1999-12-24,7.89,3845,Sci-Fi
