title,release_year,score,popularity,genre2
Gegege no Kitarou: Tamashii to Art,2018-09-28,6.58,10189,Shounen
Gegege no Kitarou: Tamashii to Art,2018-09-28,6.58,10189,Supernatural
Ganbare!! Tabuchi-kun!!,1979-11-10,5.54,13737,Comedy
Ganbare!! Tabuchi-kun!!,1979-11-10,5.54,13737,Sports
Gakuen Senki Muryou Recap,2001-08-28,5.74,13849,Adventure
Sojunghan Nal-ui Kkum,2011-06-16,6.62,8766,Comedy
Sojunghan Nal-ui Kkum,2011-06-16,6.62,8766,Drama
Sojunghan Nal-ui Kkum,2011-06-16,6.62,8766,Romance
Fuusen no Doratarou,1981-04-11,5.91,13304,Kids
Sengoku Musou,2015-01-12,6.62,3359,Action
Sengoku Musou,2015-01-12,6.62,3359,Historical
Sengoku Musou,2015-01-12,6.62,3359,Samurai
Puni Puni☆Poemii,2001-03-07,6.62,2701,Comedy
Puni Puni☆Poemii,2001-03-07,6.62,2701,Magic
Puni Puni☆Poemii,2001-03-07,6.62,2701,Sci-Fi
Puni Puni☆Poemii,2001-03-07,6.62,2701,Shounen
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,2015-12-31,6.62,7360,Action
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,2015-12-31,6.62,7360,Adventure
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,2015-12-31,6.62,7360,Fantasy
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,2015-12-31,6.62,7360,Kids
Futari no Oujisama,1996-07-12,6.03,13198,Fantasy
Futari no Oujisama,1996-07-12,6.03,13198,Slice of Life
FunaQ: Funassyi to Soutai-kun,2013-05-12,4.95,15382,Slice of Life
Fei Ren Xueyuan,2018-06-25,5.39,14950,Action
Fei Ren Xueyuan,2018-06-25,5.39,14950,Game
Donguri to Yamaneko (1995),1995-01-01,5.52,14517,Demons
Donguri to Yamaneko (1995),1995-01-01,5.52,14517,Drama
Donguri to Yamaneko (1995),1995-01-01,5.52,14517,Kids
Boku no Diet Daisakusen,2002-01-01,5.35,14845,Kids
Boku no Diet Daisakusen,2002-01-01,5.35,14845,Drama
Bogeul Bogeul Bomulseon,2007-07-25,5.71,14003,Adventure
Bogeul Bogeul Bomulseon,2007-07-25,5.71,14003,Fantasy
Beompeoking Jaepeo,2004-01-01,4.55,13131,Action
Beompeoking Jaepeo,2004-01-01,4.55,13131,Cars
Bary-san no Shokoku Manyuuki,2016-02-03,4.37,14785,Comedy
Belle to Kaijuu Ouji,1976-01-01,6.32,15026,Historical
Belle to Kaijuu Ouji,1976-01-01,6.32,15026,Kids
Belle to Kaijuu Ouji,1976-01-01,6.32,15026,Fantasy
Barnacle Lou,2009-08-24,5.72,14171,Kids
Rebirth Moon Divergence,2005-11-23,4.25,10904,Action
Rebirth Moon Divergence,2005-11-23,4.25,10904,Fantasy
Ga no Iru Tokoro,2001-01-01,4.36,10420,Dementia
A.F,2002-09-06,4.42,9660,Action
A.F,2002-09-06,4.42,9660,Sci-Fi
A.F,2002-09-06,4.42,9660,Space
A.F,2002-09-06,4.42,9660,Mecha
Kaijuu no Ballad,2007-01-01,4.92,11623,Music
Kaijuu no Ballad,2007-01-01,4.92,11623,Comedy
Kaijuu no Ballad,2007-01-01,4.92,11623,Fantasy
Potecco Babies,2010-05-17,5.08,12211,Comedy
Otogi Juushi Akazukin OVA,2005-02-20,6.62,8842,Adventure
Otogi Juushi Akazukin OVA,2005-02-20,6.62,8842,Comedy
Otogi Juushi Akazukin OVA,2005-02-20,6.62,8842,Magic
Otogi Juushi Akazukin OVA,2005-02-20,6.62,8842,Fantasy
Masamune-kun no Revenge OVA,2018-07-27,6.62,2141,Harem
Masamune-kun no Revenge OVA,2018-07-27,6.62,2141,Comedy
Masamune-kun no Revenge OVA,2018-07-27,6.62,2141,Romance
Masamune-kun no Revenge OVA,2018-07-27,6.62,2141,School
Masamune-kun no Revenge OVA,2018-07-27,6.62,2141,Shounen
Kyoushirou to Towa no Sora Specials,2007-07-03,6.62,5865,Drama
Kyoushirou to Towa no Sora Specials,2007-07-03,6.62,5865,Magic
Kyoushirou to Towa no Sora Specials,2007-07-03,6.62,5865,Romance
Kyoushirou to Towa no Sora Specials,2007-07-03,6.62,5865,Shounen
Kuragehime: Eiyuu Retsuden☆,2011-01-28,6.62,3966,Slice of Life
Kuragehime: Eiyuu Retsuden☆,2011-01-28,6.62,3966,Comedy
Kuragehime: Eiyuu Retsuden☆,2011-01-28,6.62,3966,Josei
Juuni Taisen,2017-10-03,6.62,587,Action
Kuiba II: Dazhan Yuan Yang Jie,2013-05-31,6.62,11726,Action
Kuiba II: Dazhan Yuan Yang Jie,2013-05-31,6.62,11726,Adventure
Kuiba II: Dazhan Yuan Yang Jie,2013-05-31,6.62,11726,Kids
Kuiba II: Dazhan Yuan Yang Jie,2013-05-31,6.62,11726,Fantasy
Jetter Mars,1977-02-03,6.62,10075,Action
Jetter Mars,1977-02-03,6.62,10075,Drama
Jetter Mars,1977-02-03,6.62,10075,Mecha
Jetter Mars,1977-02-03,6.62,10075,Sci-Fi
Hurricane Polymar,1974-10-04,6.62,8678,Action
Hurricane Polymar,1974-10-04,6.62,8678,Adventure
Hurricane Polymar,1974-10-04,6.62,8678,Police
Hurricane Polymar,1974-10-04,6.62,8678,Sci-Fi
Hurricane Polymar,1974-10-04,6.62,8678,Super Power
Girls & Panzer: Shoukai Shimasu!,2012-11-13,6.62,3634,Military
Girls & Panzer: Shoukai Shimasu!,2012-11-13,6.62,3634,School
Fudanshi Koukou Seikatsu,2016-07-05,6.62,2001,Slice of Life
Fudanshi Koukou Seikatsu,2016-07-05,6.62,2001,Comedy
Fudanshi Koukou Seikatsu,2016-07-05,6.62,2001,School
Fudanshi Koukou Seikatsu,2016-07-05,6.62,2001,Shoujo
Esper Mami,1987-04-07,6.62,9065,Comedy
Esper Mami,1987-04-07,6.62,9065,Ecchi
Esper Mami,1987-04-07,6.62,9065,Magic
Esper Mami,1987-04-07,6.62,9065,School
Esper Mami,1987-04-07,6.62,9065,Super Power
Esper Mami,1987-04-07,6.62,9065,Supernatural
Dokonjou Gaeru,1972-10-07,6.62,9681,Slice of Life
Dokonjou Gaeru,1972-10-07,6.62,9681,Comedy
Dokonjou Gaeru,1972-10-07,6.62,9681,Shounen
Digimon Survive: Prologue Movie,2019-07-22,6.62,6353,Mystery
Digimon Survive: Prologue Movie,2019-07-22,6.62,6353,Fantasy
Digimon Survive: Prologue Movie,2019-07-22,6.62,6353,School
Chiryokumaru,2016-11-01,5.13,8166,Action
Utsukushii Hoshi,1974-01-01,5.14,12556,Dementia
Zombie Clay Animation: I'm Stuck!!,2014-03-02,5.28,13384,Comedy
Zombie Clay Animation: I'm Stuck!!,2014-03-02,5.28,13384,Horror
Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,2018-09-14,5.31,9173,Comedy
Kigurumikku V3,2009-04-05,5.31,8501,Comedy
Kigurumikku V3,2009-04-05,5.31,8501,Ecchi
Kigurumikku V3,2009-04-05,5.31,8501,Magic
Kigurumikku V3,2009-04-05,5.31,8501,Mecha
Kigurumikku V3,2009-04-05,5.31,8501,Parody
Home My Home,1970-01-01,5.31,12904,Music
Home My Home,1970-01-01,5.31,12904,Kids
Super Mario World: Mario to Yoshi no Bouken Land,1991-01-01,5.39,10007,Game
Super Mario World: Mario to Yoshi no Bouken Land,1991-01-01,5.39,10007,Comedy
Super Mario World: Mario to Yoshi no Bouken Land,1991-01-01,5.39,10007,Kids
Neon The Animation,2011-07-04,5.5,10490,Slice of Life
Neon The Animation,2011-07-04,5.5,10490,Comedy
Neon The Animation,2011-07-04,5.5,10490,Historical
Neon The Animation,2011-07-04,5.5,10490,Police
Neon The Animation,2011-07-04,5.5,10490,Mecha
RS Keikaku: Rebirth Storage,2016-06-26,5.55,5513,Mecha
Ninja Bugei-chou,1967-02-15,5.55,9334,Action
Ishitsubutsu Toriatsukaijo,2012-05-27,5.55,13703,Drama
Ishitsubutsu Toriatsukaijo,2012-05-27,5.55,13703,Music
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,5.57,9584,Action
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,5.57,9584,Sci-Fi
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,5.57,9584,Comedy
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,5.57,9584,Parody
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,5.57,9584,Mecha
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,5.57,9584,School
Eien no Aselia,2005-06-24,5.57,6453,Adventure
Eien no Aselia,2005-06-24,5.57,6453,Drama
Eien no Aselia,2005-06-24,5.57,6453,Fantasy
Aoi Umi to Shounen,1983-07-01,5.57,12850,Slice of Life
Ai Mai! Moe Can Change!,2012-05-25,5.57,5292,Comedy
Ai Mai! Moe Can Change!,2012-05-25,5.57,5292,Sci-Fi
Aguu: Tensai Ningyou,2018-07-10,5.57,5589,Action
Aguu: Tensai Ningyou,2018-07-10,5.57,5589,Drama
Aguu: Tensai Ningyou,2018-07-10,5.57,5589,Supernatural
Danchigai,2015-07-10,6.62,1475,Comedy
Danchigai,2015-07-10,6.62,1475,Slice of Life
Di Gi Charat Tsuyu Specials,2001-06-01,6.62,8835,Comedy
Crusher Joe OVA,1989-02-05,6.62,7748,Action
Crusher Joe OVA,1989-02-05,6.62,7748,Sci-Fi
Crusher Joe OVA,1989-02-05,6.62,7748,Adventure
Dame x Prince Anime Caravan,2018-01-10,6.62,3403,Adventure
Dame x Prince Anime Caravan,2018-01-10,6.62,3403,Comedy
Dame x Prince Anime Caravan,2018-01-10,6.62,3403,Romance
Dame x Prince Anime Caravan,2018-01-10,6.62,3403,Fantasy
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,2016-04-22,6.62,5653,Military
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,2016-04-22,6.62,5653,Comedy
Choujuu Kishin Dancougar: God Bless Dancougar,1987-04-15,6.62,9255,Action
Choujuu Kishin Dancougar: God Bless Dancougar,1987-04-15,6.62,9255,Mecha
Choujuu Kishin Dancougar: God Bless Dancougar,1987-04-15,6.62,9255,Sci-Fi
Busou Shinki Moon Angel,2011-09-07,6.62,4120,Action
Busou Shinki Moon Angel,2011-09-07,6.62,4120,Sci-Fi
Burn Up Excess,1997-12-12,6.62,4666,Action
Burn Up Excess,1997-12-12,6.62,4666,Adventure
Burn Up Excess,1997-12-12,6.62,4666,Comedy
Burn Up Excess,1997-12-12,6.62,4666,Ecchi
Burn Up Excess,1997-12-12,6.62,4666,Police
Burn Up Excess,1997-12-12,6.62,4666,Sci-Fi
Burn Up Excess,1997-12-12,6.62,4666,Shounen
Break Blade: Virgins War,2014-08-26,6.62,6665,Action
Beautiful World,2014-12-02,6.62,6119,Action
Beautiful World,2014-12-02,6.62,6119,Drama
Beautiful World,2014-12-02,6.62,6119,Mecha
Beautiful World,2014-12-02,6.62,6119,Music
Beautiful World,2014-12-02,6.62,6119,Sci-Fi
Ashita e Free Kick,1992-04-14,6.62,8611,Sports
Amazing Nuts!,2006-12-20,6.62,4812,Adventure
Amazing Nuts!,2006-12-20,6.62,4812,Police
Amazing Nuts!,2006-12-20,6.62,4812,Romance
Amazing Nuts!,2006-12-20,6.62,4812,Music
Amazing Nuts!,2006-12-20,6.62,4812,Sci-Fi
009 Re:Cyborg,2012-10-27,6.62,3978,Action
009 Re:Cyborg,2012-10-27,6.62,3978,Adventure
009 Re:Cyborg,2012-10-27,6.62,3978,Mecha
009 Re:Cyborg,2012-10-27,6.62,3978,Sci-Fi
Youkai Watch Movie 5: Forever Friends,2018-12-14,6.63,10077,Comedy
Youkai Watch Movie 5: Forever Friends,2018-12-14,6.63,10077,Demons
Youkai Watch Movie 5: Forever Friends,2018-12-14,6.63,10077,Kids
Youkai Watch Movie 5: Forever Friends,2018-12-14,6.63,10077,Supernatural
Yes! BanG_Dream!,2016-02-24,6.63,7727,Music
One Room 2nd Season Special,2018-11-30,5.58,7104,Ecchi
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,2003-12-13,6.63,8762,Adventure
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,2003-12-13,6.63,8762,Comedy
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,2003-12-13,6.63,8762,Kids
Tokusou Kihei Dorvack,1983-10-07,6.63,10014,Action
Tokusou Kihei Dorvack,1983-10-07,6.63,10014,Mecha
Tokusou Kihei Dorvack,1983-10-07,6.63,10014,Sci-Fi
Terra Formars: Earth-hen,2018-08-17,6.63,5063,Action
Terra Formars: Earth-hen,2018-08-17,6.63,5063,Sci-Fi
Terra Formars: Earth-hen,2018-08-17,6.63,5063,Space
Terra Formars: Earth-hen,2018-08-17,6.63,5063,Horror
Terra Formars: Earth-hen,2018-08-17,6.63,5063,Drama
Terra Formars: Earth-hen,2018-08-17,6.63,5063,Seinen
Taiho Shichau zo in America,2002-03-29,6.63,6591,Action
Taiho Shichau zo in America,2002-03-29,6.63,6591,Comedy
Taiho Shichau zo in America,2002-03-29,6.63,6591,Police
Taiho Shichau zo in America,2002-03-29,6.63,6591,Shounen
Sword Art Online II: Debriefing,2014-10-11,6.63,1491,Action
Sword Art Online II: Debriefing,2014-10-11,6.63,1491,Adventure
Sword Art Online II: Debriefing,2014-10-11,6.63,1491,Fantasy
Sword Art Online II: Debriefing,2014-10-11,6.63,1491,Game
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,2009-09-26,6.63,4685,Comedy
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,2009-09-26,6.63,4685,Romance
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,2009-09-26,6.63,4685,School
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,2009-09-26,6.63,4685,Shoujo Ai
Slow Step,1991-06-01,6.63,7819,Slice of Life
Slow Step,1991-06-01,6.63,7819,Comedy
Slow Step,1991-06-01,6.63,7819,Sports
Slow Step,1991-06-01,6.63,7819,Romance
Slow Step,1991-06-01,6.63,7819,School
Slow Step,1991-06-01,6.63,7819,Shoujo
Rolling☆Girls,2015-01-11,6.63,1519,Action
Rolling☆Girls,2015-01-11,6.63,1519,Adventure
Rolling☆Girls,2015-01-11,6.63,1519,Slice of Life
Rolling☆Girls,2015-01-11,6.63,1519,Super Power
Sayonara Zetsubou Sensei Special Omake,2012-01-31,6.63,5704,Comedy
Sayonara Zetsubou Sensei Special Omake,2012-01-31,6.63,5704,Parody
Sayonara Zetsubou Sensei Special Omake,2012-01-31,6.63,5704,School
Red,2016-11-03,6.63,7605,Sci-Fi
Red,2016-11-03,6.63,7605,Music
Red,2016-11-03,6.63,7605,Psychological
Pucca (ONA),2000-01-01,6.63,5203,Comedy
Pucca (ONA),2000-01-01,6.63,5203,Romance
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,2003-07-18,6.63,4349,Adventure
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,2003-07-18,6.63,4349,Comedy
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,2003-07-18,6.63,4349,Fantasy
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,2003-07-18,6.63,4349,Kids
Pastel Life,2018-05-17,6.63,6474,Music
Pastel Life,2018-05-17,6.63,6474,Slice of Life
"Ore, Twintail ni Narimasu.",2014-10-10,6.63,1011,Action
"Ore, Twintail ni Narimasu.",2014-10-10,6.63,1011,Comedy
"Ore, Twintail ni Narimasu.",2014-10-10,6.63,1011,Romance
"Ore, Twintail ni Narimasu.",2014-10-10,6.63,1011,Fantasy
"Ore, Twintail ni Narimasu.",2014-10-10,6.63,1011,School
"Ore, Twintail ni Narimasu.",2014-10-10,6.63,1011,Shounen
Morita-san wa Mukuchi,2011-03-26,6.63,4770,Comedy
Morita-san wa Mukuchi,2011-03-26,6.63,4770,School
Morita-san wa Mukuchi,2011-03-26,6.63,4770,Slice of Life
Mirai Nikki (TV): Ura Mirai Nikki,2012-01-27,6.63,2021,Action
Mirai Nikki (TV): Ura Mirai Nikki,2012-01-27,6.63,2021,Comedy
Mirai Nikki (TV): Ura Mirai Nikki,2012-01-27,6.63,2021,Supernatural
Mini Van Special,2013-06-18,6.63,10407,Game
Mini Van Special,2013-06-18,6.63,10407,Slice of Life
Mini Van Special,2013-06-18,6.63,10407,Comedy
Mini Van Special,2013-06-18,6.63,10407,Parody
McDull: Boluo You Wang Zi,2004-06-24,6.63,13516,Comedy
Love Live! x Watering KissMint Collaboration CM,2016-02-11,6.63,6164,Music
Kurogane no Linebarrels Specials,2009-08-26,6.63,6041,Action
Kurogane no Linebarrels Specials,2009-08-26,6.63,6041,Ecchi
Kurogane no Linebarrels Specials,2009-08-26,6.63,6041,Comedy
Kurogane no Linebarrels Specials,2009-08-26,6.63,6041,Mecha
Koukaku Kidoutai Arise: Another Mission,2013-06-04,6.63,4468,Action
Koukaku Kidoutai Arise: Another Mission,2013-06-04,6.63,4468,Sci-Fi
Koukaku Kidoutai Arise: Another Mission,2013-06-04,6.63,4468,Police
Koukaku Kidoutai Arise: Another Mission,2013-06-04,6.63,4468,Mecha
Kishin Houkou Demonbane (TV),2006-05-19,6.63,2498,Action
Kishin Houkou Demonbane (TV),2006-05-19,6.63,2498,Harem
Kishin Houkou Demonbane (TV),2006-05-19,6.63,2498,Magic
Kishin Houkou Demonbane (TV),2006-05-19,6.63,2498,Romance
Kishin Houkou Demonbane (TV),2006-05-19,6.63,2498,Ecchi
Kishin Houkou Demonbane (TV),2006-05-19,6.63,2498,Mecha
Joshikousei: Girl's High,2006-04-04,6.63,2616,Comedy
Joshikousei: Girl's High,2006-04-04,6.63,2616,Drama
Joshikousei: Girl's High,2006-04-04,6.63,2616,Ecchi
Joshikousei: Girl's High,2006-04-04,6.63,2616,School
Joshikousei: Girl's High,2006-04-04,6.63,2616,Slice of Life
Jewelpet Magical Change,2015-04-04,6.63,8244,Comedy
Jewelpet Magical Change,2015-04-04,6.63,8244,Fantasy
Jewelpet Magical Change,2015-04-04,6.63,8244,Magic
Jewelpet Magical Change,2015-04-04,6.63,8244,Shoujo
Je T'aime,2010-07-06,6.63,5578,Sci-Fi
Inugami-san to Nekoyama-san,2014-04-11,6.63,1761,Comedy
Inugami-san to Nekoyama-san,2014-04-11,6.63,1761,School
Inugami-san to Nekoyama-san,2014-04-11,6.63,1761,Shoujo Ai
Inochi no Chikyuu: Dioxin no Natsu,2001-08-18,6.62,10372,Drama
Happy Happy Clover,2007-07-06,6.63,9473,Comedy
Happy Happy Clover,2007-07-06,6.63,9473,Fantasy
Happy Happy Clover,2007-07-06,6.63,9473,Kids
Happy Happy Clover,2007-07-06,6.63,9473,Shoujo
Gun Frontier,2002-03-28,6.63,4960,Action
Gun Frontier,2002-03-28,6.63,4960,Adventure
Gun Frontier,2002-03-28,6.63,4960,Drama
Gun Frontier,2002-03-28,6.63,4960,Historical
Gun Frontier,2002-03-28,6.63,4960,Sci-Fi
Gun Frontier,2002-03-28,6.63,4960,Seinen
Godzilla 1: Kaijuu Wakusei,2017-11-17,6.63,2222,Action
Godzilla 1: Kaijuu Wakusei,2017-11-17,6.63,2222,Adventure
Godzilla 1: Kaijuu Wakusei,2017-11-17,6.63,2222,Sci-Fi
Getsuyoubi no Tawawa Specials,2016-12-29,6.63,3358,Slice of Life
Getsuyoubi no Tawawa Specials,2016-12-29,6.63,3358,Ecchi
Glass no Kantai: La Legende du Vent de l'Univers,2006-04-04,6.63,4375,Adventure
Glass no Kantai: La Legende du Vent de l'Univers,2006-04-04,6.63,4375,Sci-Fi
Gakkou no Kaidan (OVA),2005-07-06,6.63,9970,Comedy
Gakkou no Kaidan (OVA),2005-07-06,6.63,9970,Horror
Gakkou no Kaidan (OVA),2005-07-06,6.63,9970,Mystery
Gakkou no Kaidan (OVA),2005-07-06,6.63,9970,Supernatural
Fushigiboshi no☆Futagohime Gyu! Recap,2006-08-25,6.63,11023,Comedy
Fushigiboshi no☆Futagohime Gyu! Recap,2006-08-25,6.63,11023,Magic
Fushigiboshi no☆Futagohime Gyu! Recap,2006-08-25,6.63,11023,Shoujo
DS Anime Soushuuhen '98,1998-01-01,6.63,11552,Comedy
DS Anime Soushuuhen '98,1998-01-01,6.63,11552,Fantasy
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Action
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Adventure
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Comedy
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Super Power
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Martial Arts
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Fantasy
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1997-03-26,6.63,1918,Shounen
DNA² OVA,1995-02-21,6.63,4314,Comedy
DNA² OVA,1995-02-21,6.63,4314,Drama
DNA² OVA,1995-02-21,6.63,4314,Sci-Fi
Dirty Pair Flash 3,1995-12-21,6.63,7533,Action
Dirty Pair Flash 3,1995-12-21,6.63,7533,Sci-Fi
Dirty Pair Flash 3,1995-12-21,6.63,7533,Adventure
Dirty Pair Flash 3,1995-12-21,6.63,7533,Comedy
Dirty Pair Flash 3,1995-12-21,6.63,7533,Police
Crayon Shin-chan Gaiden: Omocha Wars,2016-11-09,6.63,10154,Action
Crayon Shin-chan Gaiden: Omocha Wars,2016-11-09,6.63,10154,Comedy
Crayon Shin-chan Gaiden: Omocha Wars,2016-11-09,6.63,10154,Ecchi
Crayon Shin-chan Gaiden: Omocha Wars,2016-11-09,6.63,10154,Seinen
Cosmo Warrior Zero,2001-07-06,6.63,6375,Action
Cosmo Warrior Zero,2001-07-06,6.63,6375,Adventure
Cosmo Warrior Zero,2001-07-06,6.63,6375,Military
Cosmo Warrior Zero,2001-07-06,6.63,6375,Sci-Fi
Cosmo Warrior Zero,2001-07-06,6.63,6375,Space
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,2004-05-28,6.63,4402,Adventure
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,2004-05-28,6.63,4402,Comedy
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,2004-05-28,6.63,4402,Demons
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,2004-05-28,6.63,4402,Historical
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,2004-05-28,6.63,4402,Supernatural
Canaan: Minorikawa Report 201X Shanghai,2010-02-26,6.63,5056,Action
Canaan: Minorikawa Report 201X Shanghai,2010-02-26,6.63,5056,Seinen
One Piece: Romance Dawn Story,2008-11-24,7.46,2488,Action
One Piece: Romance Dawn Story,2008-11-24,7.46,2488,Fantasy
One Piece: Romance Dawn Story,2008-11-24,7.46,2488,Comedy
One Piece: Romance Dawn Story,2008-11-24,7.46,2488,Super Power
One Piece: Romance Dawn Story,2008-11-24,7.46,2488,Shounen
Minami-ke Natsuyasumi,2013-08-06,7.46,3763,Comedy
Minami-ke Natsuyasumi,2013-08-06,7.46,3763,Slice of Life
Marmalade Boy Movie,1995-03-04,7.46,4851,Romance
Marmalade Boy Movie,1995-03-04,7.46,4851,Shoujo
Kaze no Shoujo Emily,2007-04-07,7.46,5943,Historical
Kaze no Shoujo Emily,2007-04-07,7.46,5943,Drama
Kaze no Shoujo Emily,2007-04-07,7.46,5943,Shoujo
Honobono Log,2016-06-07,7.46,2243,Slice of Life
Honobono Log,2016-06-07,7.46,2243,Romance
Ikoku Meiro no Croisée The Animation,2011-07-04,7.46,1940,Slice of Life
Ikoku Meiro no Croisée The Animation,2011-07-04,7.46,1940,Historical
Ikoku Meiro no Croisée The Animation,2011-07-04,7.46,1940,Seinen
Higashi no Eden: Falling Down,2009-05-27,7.46,3973,Music
Grimm Masterpiece Theater II,1988-10-02,7.46,8238,Adventure
Grimm Masterpiece Theater II,1988-10-02,7.46,8238,Comedy
Grimm Masterpiece Theater II,1988-10-02,7.46,8238,Fantasy
Grimm Masterpiece Theater II,1988-10-02,7.46,8238,Kids
Grimm Masterpiece Theater II,1988-10-02,7.46,8238,Magic
Golden Kamuy 2nd Season OVA,2019-03-19,7.46,4605,Action
Golden Kamuy 2nd Season OVA,2019-03-19,7.46,4605,Adventure
Golden Kamuy 2nd Season OVA,2019-03-19,7.46,4605,Historical
Golden Kamuy 2nd Season OVA,2019-03-19,7.46,4605,Seinen
Gokusen,2004-01-06,7.46,2544,Slice of Life
Gokusen,2004-01-06,7.46,2544,Comedy
Gokusen,2004-01-06,7.46,2544,Drama
Gokusen,2004-01-06,7.46,2544,School
Gokusen,2004-01-06,7.46,2544,Josei
Garo: Honoo no Kokuin,2014-10-04,7.46,1060,Action
Garo: Honoo no Kokuin,2014-10-04,7.46,1060,Demons
Garo: Honoo no Kokuin,2014-10-04,7.46,1060,Fantasy
Garo: Honoo no Kokuin,2014-10-04,7.46,1060,Magic
Garo: Honoo no Kokuin,2014-10-04,7.46,1060,Supernatural
Detective Conan OVA 11: A Secret Order from London,2011-05-30,7.46,4518,Adventure
Detective Conan OVA 11: A Secret Order from London,2011-05-30,7.46,4518,Police
Detective Conan OVA 11: A Secret Order from London,2011-05-30,7.46,4518,Comedy
Detective Conan OVA 11: A Secret Order from London,2011-05-30,7.46,4518,Mystery
Detective Conan OVA 11: A Secret Order from London,2011-05-30,7.46,4518,Shounen
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1995-07-15,7.46,1361,Action
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1995-07-15,7.46,1361,Adventure
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1995-07-15,7.46,1361,Comedy
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1995-07-15,7.46,1361,Fantasy
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1995-07-15,7.46,1361,Sci-Fi
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1995-07-15,7.46,1361,Shounen
Buzzer Beater,2005-02-05,6.63,4139,Shounen
Buzzer Beater,2005-02-05,6.63,4139,Sports
Akihabara Dennou-gumi,1998-04-04,6.63,5598,Adventure
Akihabara Dennou-gumi,1998-04-04,6.63,5598,Mecha
Akihabara Dennou-gumi,1998-04-04,6.63,5598,Sci-Fi
Akihabara Dennou-gumi,1998-04-04,6.63,5598,Shoujo
X/1999,1996-08-03,6.64,2641,Action
X/1999,1996-08-03,6.64,2641,Drama
X/1999,1996-08-03,6.64,2641,Fantasy
X/1999,1996-08-03,6.64,2641,Horror
X/1999,1996-08-03,6.64,2641,Magic
X/1999,1996-08-03,6.64,2641,Sci-Fi
X/1999,1996-08-03,6.64,2641,Supernatural
Trouble Chocolate,1999-10-08,6.64,6377,Comedy
Trouble Chocolate,1999-10-08,6.64,6377,Romance
Trouble Chocolate,1999-10-08,6.64,6377,Sci-Fi
Trouble Chocolate,1999-10-08,6.64,6377,Shounen
